Word,Length,LgSUBTLWF,OLD,PLD
promulgates,11,0.301,,
promulgating,12,0.477,,
promulgation,12,0.301,,
promulgator,11,,,
promulgators,12,,,
pron,4,0.301,,
proneness,9,0.301,,
pronged,7,0.477,,
pronging,8,0.602,,
prongs,6,1.146,,
pronominally,12,,,
pronounceable,13,,,
pronouncedly,12,,,
pronounces,10,0.903,,
pronunciamento,14,,,
pronunciamentos,15,,,
pronunciations,14,0.602,,
proofed,7,0.954,,
proofing,8,1.041,,
proofreader,11,0.301,,
proofreaders,12,0.301,,
proofreading,12,0.845,,
proofreads,10,,,
proofs,6,1.681,,
propagandized,13,0.477,,
propagandizes,13,,,
propagandizing,14,0.301,,
propagates,10,0.477,,
propagating,11,0.778,,
propagator,10,,,
propagators,11,,,
propellant,10,1.23,,
propellants,11,,,
propellers,10,1.38,,
propels,7,1.079,,
propensities,12,0.477,,
propertied,10,0.477,,
PROPERTIUS,10,,,
prophesying,11,0.477,,
prophetess,10,0.602,,
prophetesses,12,,,
prophetical,11,,,
prophylactically,16,,,
prophylactics,13,1.079,,
prophylaxes,11,,,
prophylaxis,11,0.602,,
propinquity,11,0.301,,
PROPIONATE,10,,,
propitiate,10,,,
propitiated,11,,,
propitiates,11,,,
propitiating,12,,,
propitiation,12,,,
propitiatory,12,,,
propitious,10,0.845,,
propitiously,12,,,
propjet,7,,,
propjets,8,,,
proportionable,14,,,
proportioned,12,0.954,,
proportioning,13,,,
proposer,8,0.301,,
proposers,9,,,
propositional,13,,,
propositioning,14,0.845,,
propound,8,0.477,,
propounded,10,,,
propounding,11,,,
propounds,9,,,
PROPRIETER,10,,,
proprieties,11,0.903,,
PROPRIETORY,11,0.699,,
proprietress,12,0.602,,
proprietresses,14,,,
propyl,6,,,
PROPYLAEA,9,,,
propylene,9,0.477,,
PROPYLTHIOURACIL,16,,,
prorogation,11,,,
prorogations,12,,,
prorogue,8,,,
prorogued,9,0.301,,
prorogues,9,,,
proroguing,10,,,
prosaically,11,,,
proscenium,10,0.477,,
prosceniums,11,,,
proscribes,10,,,
proscribing,11,,,
proscriptions,13,,,
prosecutes,10,0.602,,
proselyte,9,,,
proselytes,10,,,
proselytize,11,0.301,,
proselytized,12,,,
proselytizer,12,,,
proselytizers,13,,,
proselytizes,12,,,
proselytizing,13,,,
proses,6,,,
prosier,7,,,
prosiest,8,,,
prosily,7,,,
prosiness,9,,,
prosodically,12,,,
PROSODIES,9,,,
PROSOPOPOEIA,12,,,
prospected,10,0.477,,
prospecting,11,1.38,,
prospectors,11,1,,
prospectuses,12,,,
prosperously,12,,,
PROSSED,7,,,
PROSSER,7,,,
prostates,9,,,
prostituted,11,0.301,,
prostituting,12,0.845,,
prostrated,10,0.602,,
prostrates,10,,,
prostrating,11,0.301,,
prostrations,12,0.301,,
prosy,5,0.301,,
protagonists,12,0.301,,
protean,7,0.301,,
PROTEASES,9,,,
protectionists,14,,,
protections,11,1.079,,
protectiveness,14,0.699,,
protectorates,13,0.301,,
protectors,10,1.58,,
protegees,9,,,
proteges,8,0.477,,
PROTEOLYSIS,11,,,
PROTEOLYTIC,11,,,
protesters,10,1.653,,
protestingly,12,,,
PROTITCH,8,,,
protocols,9,2.134,,
PROTOGEOMETRIC,14,,,
prototypes,10,1.342,,
protozoan,9,,,
protozoans,10,,,
protozoon,9,,,
protracting,11,,,
protractions,12,,,
protractors,11,,,
protracts,9,,,
protrudes,9,0.602,,
protrusions,11,0.477,,
protrusively,12,,,
protrusiveness,14,,,
protuberances,13,,,
protuberant,11,,,
protuberantly,13,,,
protuberate,11,,,
protuberated,12,,,
protuberates,12,,,
protuberating,13,,,
PROUDHON,8,,,
PROUST,6,,,
provable,8,0.602,,
provably,8,0.301,,
PROVDIED,8,,,
provender,9,0.301,,
proverbially,12,0.477,,
providentially,14,0.301,,
providently,11,,,
providers,9,1.255,,
PROVINCETOWN,12,,,
provincialisms,14,,,
provincially,12,,,
provincials,11,0.301,,
provisionally,13,0.477,,
provisioning,12,0.602,,
PROVISONS,9,,,
provisos,8,0.602,,
PROVOCATEURS,12,,,
provocations,12,0.602,,
provoking,9,1.672,,
provokingly,11,,,
provosts,8,,,
PROWAZWKI,9,,,
prowls,6,0.778,,
prows,5,,,
prox,4,0.301,,
proxies,7,1.079,,
proximally,10,0.778,,
proximately,11,,,
proximo,7,0.699,,
PROXMIRE,8,,,
pruderies,9,,,
prudery,7,0.477,,
prudes,6,0.954,,
prudish,7,0.699,,
prudishly,9,,,
prudishness,11,,,
pruners,7,,,
pruning,7,1.415,,
prurience,9,,,
pruriency,9,,,
prurient,8,0.778,,
pruriently,10,,,
pruritus,8,0.301,,
prurituses,10,,,
Prussians,9,0.699,,
PRUTA,5,,,
pryingly,8,,,
psalmists,9,0.301,,
psalmodies,10,,,
psalmody,8,0.602,,
psalms,6,1.279,,
Psalter,7,,,
psalteries,10,,,
psalters,8,,,
psaltery,8,,,
psaltries,9,,,
psaltry,7,,,
psephologist,12,,,
psephologists,13,,,
psephology,10,,,
pseud,5,,,
PSEUDOMONAS,11,0.903,,
pseudonymous,12,,,
pseudonyms,10,0.477,,
PSEUDOPHLOEM,12,,,
pseudos,7,,,
pseuds,6,,,
PSEUDYNOM,9,,,
pshaw,5,0.778,,
PSITHYRUS,9,,,
psittacosis,11,0.301,,
psoriasis,9,1.38,,
psychedelically,15,,,
psychedelics,12,,,
psychiatrically,15,0.301,,
psychics,8,1.653,,
psychoanalysed,14,0.602,,
psychoanalyses,14,,,
psychoanalysing,15,0.301,,
psychoanalysts,14,1,,
psychoanalytical,16,1,,
psychoanalytically,18,,,
psychokinetic,13,0.778,,
psychokinetically,17,,,
psychologies,12,0.301,,
psychopathically,16,0.477,,
psychopaths,11,1.322,,
PSYCHOPOMP,10,,,
psychos,7,1.681,,
psychoses,9,0.699,,
psychosomatically,17,,,
psychotically,13,1,,
psychotics,10,1.23,,
PTA,3,1.909,,
ptarmigan,9,,,
ptarmigans,10,,,
pterodactyls,12,0.301,,
PTERYGIA,8,,,
pto,3,,,
PTOLEMAISTS,11,,,
ptomaine,8,0.903,,
PUALANI,7,,,
pubes,5,1.431,,
publican,8,0.602,,
publicans,9,,,
publicizes,10,,,
PUBLICK,7,,,
publics,7,0.301,,
PUBLIQUE,8,,,
PUCCINI'S,9,,,
puckers,7,,,
puckish,7,0.301,,
puckishly,9,,,
pucks,5,0.954,,
pud,3,0.845,,
PUDDINGSTONE,12,,,
puddled,7,0.301,,
puddler,7,0.699,,
puddlers,8,,,
puddling,8,,,
pudenda,7,0.301,,
pudendum,8,,,
pudgier,7,,,
pudgiest,8,,,
pudginess,9,,,
puds,4,,,
pueblos,7,0.477,,
PUERI,5,,,
puerile,7,1.176,,
puerilities,11,,,
puerility,9,0.301,,
puerperal,9,,,
puerperium,10,,,
PUERTO,6,2.326,,
puffballs,9,,,
puffers,7,,,
puffier,7,,,
puffiest,8,0.301,,
puffily,7,,,
puffiness,9,0.845,,
puffins,7,,,
pug,3,1.724,,
pugged,6,,,
pugging,7,,,
PUGH,4,0.845,,
pugilism,8,0.477,,
pugilist,8,0.477,,
pugilistic,10,0.602,,
pugilists,9,0.602,,
pugnaciously,12,,,
pugnaciousness,14,,,
pugs,4,0.602,,
puissance,9,,,
puissances,10,,,
puissant,8,,,
puked,5,1.643,,
pukes,5,1.23,,
puking,6,1.94,,
pukka,5,0.699,,
PULASKI,7,,,
pulchritude,11,1.114,,
pulchritudinous,15,0.301,,
pule,4,0.301,,
puled,5,,,
pules,5,,,
puling,6,0.477,,
PULITZER,8,1.982,,
pullbacks,9,,,
PULLEN,6,,,
pullet,6,0.301,,
pullets,7,0.301,,
PULLINGS,8,1.255,,
Pullman,7,1.633,,
Pullmans,8,0.477,,
pullouts,8,,,
pullovers,9,,,
pullthrough,11,,,
pullthroughs,12,,,
pullulate,9,,,
pullulated,10,,,
pullulates,10,,,
pullulating,11,,,
pullulation,11,,,
PULOVA,6,,,
pulped,6,,,
pulpier,7,,,
pulpiest,8,,,
pulping,7,0.477,,
pulps,5,0.301,,
pulque,6,0.301,,
pulsars,7,1.255,,
pulsated,8,0.477,,
pulsates,8,,,
pulses,6,1.653,,
pulverization,13,,,
pulverizes,10,,,
pumas,5,0.602,,
PUMBLECHOOK,11,,,
PUMBLECHOOK'S,13,,,
pumpkins,8,1.532,,
PUNCHBOWL,9,1,,
punchers,8,0.301,,
punchier,8,0.477,,
punchiest,9,,,
punchiness,10,,,
punctilio,9,,,
punctilios,10,,,
punctilious,11,0.602,,
punctiliously,13,0.301,,
punctiliousness,15,,,
punctually,10,0.602,,
punctuates,10,,,
punctuating,11,0.477,,
punctures,9,1.301,,
PUNDITRY,8,,,
punier,6,0.301,,
puniest,7,0.301,,
punily,6,,,
puniness,8,,,
punishingly,11,,,
punitively,10,,,
Punjab,6,,,
Punjabi,7,0.699,,
punkah,6,,,
punkahs,7,,,
punker,6,,,
punkest,7,,,
punned,6,,,
punnet,6,,,
punnets,7,,,
punning,7,0.301,,
PUNNISHED,9,,,
puns,4,1.079,,
punsters,8,0.301,,
punter,6,0.778,,
punters,7,1.079,,
punting,7,0.845,,
punts,5,0.301,,
pupae,5,0.477,,
pupas,5,0.477,,
pupating,8,,,
pupation,8,,,
pupped,6,,,
puppeteers,10,0.602,,
pupping,7,,,
purblind,8,0.477,,
PURCELL,7,,,
purchasable,11,,,
purchaser,9,0.778,,
purdah,6,,,
PURDEW,6,,,
PURDUE'S,8,,,
pureblooded,11,,,
purebreds,9,0.477,,
pureed,6,0.301,,
pureeing,8,,,
purees,6,,,
pureness,8,0.301,,
purer,5,1.23,,
purgatives,10,,,
purgatorial,11,0.301,,
purgatories,11,,,
purifications,13,,,
purifies,8,0.845,,
puritanically,13,,,
puritanism,10,0.301,,
purl,4,0.845,,
purled,6,0.477,,
purlieus,8,,,
purling,7,,,
purloin,7,0.699,,
purloined,9,0.602,,
purloining,10,,,
purloins,8,,,
purls,5,,,
purpler,7,,,
purples,7,0.699,,
purplest,8,,,
PURPLING,8,,,
purplish,8,0.301,,
purposelessly,13,,,
purposelessness,15,,,
purposing,9,,,
PURPOSIVELY,11,,,
purred,6,0.602,,
purrs,5,1.114,,
purser,6,1.672,,
pursers,7,,,
PURSEWARDEN,11,,,
pursing,7,0.845,,
pursy,5,,,
PURTIEST,8,,,
purulence,9,,,
purulent,8,0.477,,
purulently,10,,,
purvey,6,,,
purveyance,10,,,
purveyances,11,,,
purveyed,8,,,
purveying,9,0.301,,
purveys,7,,,
purview,7,1.23,,
PURVIS,6,,,
pushbike,8,,,
pushbikes,9,,,
pushcarts,9,0.301,,
pushchair,9,,,
pushchairs,10,,,
pusher,6,1.813,,
pushful,7,,,
pushily,7,,,
PUSHIN,6,,,
pushiness,9,,,
pushovers,9,0.903,,
pusillanimity,13,,,
pusillanimous,13,0.477,,
pusillanimously,15,,,
pusses,6,0.301,,
pussies,7,2.061,,
pussy,5,3.117,,
pussycats,9,1.176,,
pussyfooted,11,0.301,,
pussyfooting,12,1.114,,
pussyfoots,10,,,
pustules,8,0.699,,
PUTAINS,7,,,
PUTAS,5,,,
putative,8,0.301,,
putrefaction,12,0.845,,
putrefactive,12,,,
putrefactively,14,,,
putrefied,9,0.699,,
putrefies,9,,,
putrefying,10,,,
putrescence,11,0.477,,
putrescent,10,0.477,,
putridity,9,0.301,,
putsch,6,0.845,,
putsches,8,,,
PUTTANA,7,,,
puttee,6,,,
puttees,7,0.301,,
puttered,8,0.301,,
putterer,8,0.954,,
putterers,9,0.477,,
putters,7,0.778,,
putti,5,0.477,,
puttied,7,,,
putties,7,,,
PUTTIN,6,,,
putto,5,,,
putts,5,0.778,,
puttying,8,,,
puzzlers,8,,,
PYE,3,0.699,,
pygmies,7,1.462,,
PYHRRIC,7,,,
pyjama,6,0.699,,
PYKNOTIC,8,,,
pylon,5,1.447,,
pylons,6,1.279,,
PYNTE,5,,,
PYOCANEA,8,,,
PYORRHEA,8,0.477,,
pyorrhoea,9,,,
pyres,5,0.477,,
pyrexia,7,,,
pyrites,7,0.301,,
pyromaniacs,11,0.301,,
PYROMETER,9,,,
PYROMETERS,10,,,
PYROPHOSPHATE,13,0.301,,
pyrotechnic,11,0.477,,
pyrotechnical,13,,,
pyrotechnics,12,1.146,,
pyrotechny,10,,,
PYSCHIATRIST,12,,,
pythons,7,1.146,,
pyx,3,,,
pyxes,5,,,
Qatar,5,0.699,,
Qatari,6,,,
Qataris,7,,,
QED,3,0.602,,
qty,3,,,
qu,2,2.068,,
qua,3,1.079,,
quacking,8,1.176,,
Quadragesima,12,,,
quadrangles,11,,,
quadrangular,12,,,
quadrants,9,1.301,,
quadrate,8,,,
quadrates,9,,,
QUADRIC,7,,,
quadrilaterals,14,,,
quadrille,9,0.602,,
quadrilles,10,0.301,,
quadrillions,12,,,
QUADRIPARTITE,13,,,
quadroon,8,0.301,,
quadroons,9,,,
quadrophonic,12,,,
quadrophony,11,,,
quadruped,9,1,,
quadrupeds,10,0.301,,
quadruples,10,0.699,,
quadruplets,11,0.699,,
quadruplicated,14,,,
quadruplicates,14,,,
quadruplicating,15,,,
quadruply,9,,,
quads,5,1.146,,
quaff,5,0.699,,
quaffed,7,,,
quaffing,8,0.301,,
quaffs,6,,,
quagga,6,,,
quaggas,7,,,
quagmires,9,,,
quailed,7,,,
quailing,8,,,
quails,6,0.699,,
quainter,8,0.301,,
quaintest,9,0.477,,
quaintly,8,0.602,,
quaintness,10,0.602,,
quaked,6,,,
QUAKERESS,9,,,
quakes,6,0.845,,
qualifier,9,0.903,,
qualifiers,10,0.602,,
QUAM,4,0.301,,
quandaries,10,0.602,,
quango,6,,,
quangos,7,,,
quanta,6,,,
quantification,14,,,
quantified,10,0.699,,
quantifies,10,,,
quantifying,11,0.477,,
quarantined,11,1.681,,
quarantines,11,0.699,,
quarantining,12,0.699,,
quarks,6,0.954,,
quarrelled,10,1.079,,
quarrelling,11,1.301,,
quarried,8,,,
quarries,8,0.699,,
quarrying,9,,,
quarryman,9,,,
quarterdeck,11,1.041,,
quartered,9,1.398,,
quarterfinals,13,0.602,,
quartering,10,0.778,,
quarterlies,11,0.699,,
quartermasters,14,0.602,,
quarterstaffs,13,,,
quarterstaves,13,,,
quartets,8,0.699,,
quarto,6,0.301,,
quartos,7,,,
quasars,7,0.602,,
quashes,7,,,
quashing,8,,,
quassia,7,,,
quatercentenaries,17,,,
quatercentenary,15,,,
quatrains,9,,,
quattrocento,12,,,
quaver,6,,,
quavered,8,,,
quavering,9,,,
quavers,7,0.301,,
quavery,7,,,
quay,4,0.699,,
quays,5,,,
QUE,3,2.428,,
quean,5,,,
queans,6,,,
queasier,8,,,
queasiest,9,,,
queasily,8,,,
queened,7,,,
queening,8,,,
queenlier,9,,,
queenliest,10,,,
queered,7,0.845,,
queering,8,0.477,,
queerly,7,0.778,,
queerness,9,,,
queers,6,1.681,,
QUELCH,6,,,
quelled,7,0.477,,
quells,6,0.301,,
quenched,8,0.778,,
quenches,8,0.602,,
quenchless,10,,,
quern,5,,,
querns,6,,,
querulousness,13,,,
quested,7,,,
questing,8,0.699,,
questionably,12,0.477,,
QUESTIONAIRE,12,,,
quests,6,0.602,,
quetzal,7,0.301,,
quetzals,8,,,
queueing,8,,,
queues,6,0.778,,
QUI,3,1.681,,
quibbled,8,0.301,,
quibbler,8,,,
quibblers,9,,,
quibbles,8,0.477,,
quibbling,9,0.954,,
QUIBS,5,,,
QUIBUSDAM,9,,,
quiches,7,0.699,,
quickens,8,0.699,,
quickies,8,0.699,,
quicklime,9,0.778,,
quicksands,10,0.845,,
quickset,8,,,
quicksteps,10,,,
quid,4,2.209,,
quids,5,0.602,,
quiescently,11,,,
quieten,7,0.301,,
quietened,9,,,
quietening,10,,,
quietens,8,0.699,,
quietest,8,0.845,,
quieting,8,0.602,,
quietism,8,,,
quietist,8,,,
quietists,9,,,
quiets,6,1.114,,
quietude,8,0.477,,
quietus,7,0.602,,
quietuses,9,,,
quiff,5,0.602,,
quiffs,6,,,
quills,6,1.255,,
quilts,6,1.23,,
quin,4,1.041,,
quince,6,1.681,,
quincentenaries,15,,,
quincentenary,13,,,
quinces,7,0.301,,
QUINCY,6,2.31,,
QUINEY,6,,,
QUINEY'S,8,,,
Quinquagesima,13,,,
Quinquagesimas,14,,,
quins,5,,,
quinsy,6,,,
QUINT'S,7,,,
quintal,7,0.477,,
quintals,8,0.778,,
QUINTANA,8,,,
quintessentially,16,0.699,,
quints,6,1,,
quintuplets,11,1.114,,
QUINTUS,7,1,,
QUINZAINE,9,,,
quipped,7,0.301,,
quips,5,1.362,,
quire,5,0.301,,
quires,6,,,
QUIRINAL,8,,,
QUIRKING,8,,,
QUIRT,5,1.663,,
quisling,8,0.602,,
quislings,9,,,
QUITELY,7,,,
quittance,9,,,
quittances,10,,,
quitted,7,1.041,,
quitter,7,1.869,,
quitters,8,1.643,,
quixotic,8,0.903,,
quixotically,12,,,
quizmasters,11,,,
quizzed,7,0.903,,
quizzes,7,1.38,,
quizzically,11,0.301,,
quizzing,8,0.699,,
QUO,3,1.987,,
quod,4,0.778,,
quoin,5,,,
quoins,6,,,
quoit,5,0.301,,
quoits,6,,,
QUOK,4,,,
quondam,7,0.301,,
quorums,7,,,
quotability,11,,,
quotidian,9,0.301,,
quotients,9,,,
QUYNE,5,,,
QUYNEY,6,,,
RABAT,5,1.114,,
RABAUL,6,,,
RABB,4,,,
RABBETING,9,,,
rabbinical,10,0.477,,
rabbis,6,1.38,,
rabbited,8,,,
rabbiting,9,0.477,,
rabbles,7,,,
Rabelais,8,,,
Rabelaisian,11,,,
RAC,3,,,
raccoons,8,1.491,,
racecourses,11,,,
racehorses,10,1.255,,
raceme,6,,,
racemes,7,,,
racetracks,10,0.845,,
RACHMANINOFF,12,,,
racialist,9,0.477,,
racialists,10,,,
RACIE,5,,,
racier,6,,,
raciest,7,,,
racily,6,,,
RACIN,5,,,
RACINE,6,,,
RACINE'S,8,,,
raciness,8,,,
racketed,8,,,
racketeered,11,,,
racketeering,12,1.58,,
racketing,9,,,
RACKMIL,7,,,
raconteur,9,0.845,,
raconteurs,10,,,
RADETZKY,8,,,
RADHAKRISHNAN,13,,,
radially,8,,,
radials,7,1,,
radiantly,9,0.602,,
RADIC,5,,,
radicalized,11,0.477,,
radicalizes,11,,,
radicalizing,12,0.301,,
radicle,7,,,
radicles,8,,,
radioactively,13,,,
RADIOCLAST,10,,,
radiograms,10,,,
radiographer,12,,,
radiographers,13,,,
radiographs,11,0.477,,
radioing,8,0.602,,
radioisotopes,13,0.301,,
radiolocation,13,,,
radiologist,11,1.322,,
radiologists,12,0.301,,
RADIOMEN,8,0.301,,
RADIONIC,8,,,
RADIOPASTEURIZATION,19,,,
RADIOSTERILIZATION,18,,,
RADIOSTERILIZED,15,,,
radiotherapist,14,,,
radiotherapists,15,,,
radishes,8,1.398,,
RADS,4,0.602,,
RAE,3,,,
RAESZ,5,,,
RAFER,5,,,
raffia,6,0.477,,
raffish,7,0.301,,
raffishly,9,,,
raffishness,11,,,
raffled,7,0.602,,
raffles,7,1.342,,
raffling,8,0.845,,
rafted,6,0.477,,
rafting,7,1.176,,
raftsman,8,,,
raftsmen,8,,,
raga,4,0.699,,
ragamuffins,11,0.301,,
ragas,5,,,
ragbags,7,0.477,,
raggedly,8,,,
raglan,6,0.699,,
raglans,7,,,
ragout,6,0.699,,
ragouts,7,,,
rah,3,1.785,,
RAILBIRDS,9,,,
railed,6,0.699,,
railheads,9,0.301,,
railings,8,1.204,,
railleries,10,,,
raillery,8,,,
railroaded,10,1.079,,
raiment,7,0.845,,
RAIMU,5,,,
rainbows,8,1.708,,
RAINE,5,,,
rainfalls,9,,,
rainiest,8,0.301,,
rainstorms,10,,,
raisins,7,2.049,,
rajahs,6,0.477,,
RAK,3,,,
rakes,5,1.041,,
RAKESTRAW,9,,,
raking,6,1.447,,
rakishness,10,,,
RALL,4,0.699,,
rallentando,11,,,
rallentandos,12,,,
Ramadans,8,,,
rambled,7,0.699,,
ramblers,8,0.699,,
rambunctiously,14,,,
rambunctiousness,16,,,
RAMEAU,6,,,
RAMEAU'S,8,,,
ramekin,7,,,
ramekins,8,,,
RAMEY,5,,,
RAMEY'S,7,,,
ramified,8,,,
ramifies,8,,,
ramify,6,,,
ramifying,9,,,
RAMILLIES,9,,,
ramjet,6,0.778,,
ramjets,7,0.301,,
RAMMIN,6,,,
rampaged,8,,,
rampageous,10,,,
rampages,8,0.477,,
rampaging,9,1,,
rampantly,9,,,
ramparts,8,0.845,,
ramrods,7,0.602,,
rams,4,1.633,,
RAMSPERGER,10,,,
RANAVAN,7,,,
rancorously,11,,,
rancour,7,0.602,,
RANDALL,7,2.48,,
randier,7,0.477,,
randiest,8,,,
randiness,9,,,
randomly,8,1.839,,
randomness,10,1,,
rands,5,0.301,,
ranee,5,,,
ranees,6,,,
RANGONI,7,,,
RANGONI'S,9,,,
RANGY,5,,,
rani,4,0.602,,
ranis,5,,,
RANKE,5,,,
rankers,7,0.301,,
RANKIN,6,,,
RANKIN'S,8,,,
rankle,6,,,
rankled,7,0.301,,
rankles,7,0.301,,
rankling,8,,,
rankly,6,0.301,,
rankness,8,0.301,,
ransacks,8,,,
ransomed,8,0.602,,
ransomer,8,,,
ransomers,9,,,
ransoming,9,0.477,,
ransoms,7,0.477,,
RANSY,5,,,
ranter,6,0.301,,
ranters,7,0.301,,
ranting,7,1.613,,
rants,5,1.041,,
RANYARD,7,,,
rapaciously,11,0.301,,
rapaciousness,13,,,
rapacity,8,0.477,,
RAPHAELS,8,,,
rapids,6,1.724,,
rapiers,7,0.845,,
rapine,6,,,
RAPOPORT,8,,,
rapports,8,,,
rapprochements,14,,,
raps,4,1.447,,
rapscallions,12,0.301,,
raptly,6,,,
raptness,8,,,
rapturously,11,0.477,,
rarebits,8,,,
rarefied,8,0.954,,
rarefies,8,,,
rarefying,9,,,
rareness,8,,,
rarest,6,1.544,,
raring,6,1.322,,
rarities,8,,,
RASA,4,0.699,,
rascally,8,0.699,,
rasher,6,0.301,,
rashers,7,0.301,,
rashes,6,1.431,,
rashest,7,,,
rashly,6,1,,
rashness,8,0.602,,
raspberries,11,1.362,,
raspingly,9,,,
RASTUS,6,,,
RATA,4,0.699,,
RATABLE,7,,,
ratch,5,,,
ratches,7,,,
ratchets,8,0.778,,
RATCLIFF,8,,,
RATCLIFFE,9,,,
rateability,11,,,
ratepayers,10,,,
RATHBONE,8,,,
RATHBONES,9,,,
ratifies,8,0.301,,
ratifying,9,0.301,,
ratiocinate,11,0.602,,
ratiocinated,12,,,
ratiocinates,12,,,
ratiocinating,13,,,
ratiocination,13,0.602,,
rationales,10,,,
rationalists,12,,,
rationalities,13,0.301,,
rationalizes,12,,,
rationalizing,13,1,,
ratline,7,,,
ratlines,8,,,
RATON,5,,,
RATOR,5,,,
rattans,7,,,
ratted,6,1.763,,
ratter,6,,,
ratters,7,,,
rattier,7,,,
rattiest,8,,,
ratting,7,1.204,,
rattletraps,11,,,
RATTO,5,,,
RATTZHENFUUT,12,,,
raucousness,11,,,
raunchier,9,0.301,,
raunchiest,10,0.602,,
raunchiness,11,,,
RAUSCHENBERG,12,,,
RAUSCHENBUSCH,13,,,
ravaged,7,1.653,,
ravaging,8,1,,
raved,5,0.845,,
ravelled,8,0.301,,
ravelling,9,0.301,,
ravels,6,0.301,,
RAVENCROFT,10,,,
ravened,7,,,
ravening,8,0.778,,
ravenously,10,,,
ravens,6,2.029,,
raver,5,0.699,,
ravers,6,0.477,,
raves,5,1.477,,
ravings,7,1.279,,
raviolis,8,0.477,,
ravished,8,1.079,,
ravishes,8,,,
ravishingly,11,0.301,,
ravishment,10,,,
ravishments,11,,,
RAWBONED,8,,,
rawhides,8,,,
RAWLINS,7,,,
rawly,5,,,
rawness,7,0.477,,
RAWSON,6,,,
RAYBURN,7,,,
RAYBURN'S,9,,,
rayed,5,,,
raying,6,,,
RAYMONDVILLE,12,,,
RAYMONT,7,,,
RAYNAL,6,,,
razed,5,0.845,,
razes,5,,,
razorbacks,10,0.699,,
razored,7,,,
razoring,8,,,
razors,6,1.556,,
re,2,5.493,,
reactivates,11,0.301,,
reactivating,12,0.477,,
reactively,10,,,
reactiveness,12,,,
readability,11,,,
readdressed,11,,,
readdresses,11,,,
readdressing,12,,,
readerships,11,,,
readied,7,0.845,,
readier,7,0.301,,
readies,7,0.301,,
readiest,8,0.301,,
readjusting,11,1.114,,
readjustments,13,0.602,,
readjusts,9,,,
reaffirming,11,0.301,,
reafforestation,15,,,
reafforested,12,,,
reafforesting,13,,,
reafforests,11,,,
REALER,6,0.903,,
REALEST,7,0.845,,
realigned,9,0.602,,
realigns,8,0.301,,
REALISMO,8,,,
realists,8,0.602,,
realizable,10,,,
realpolitik,11,0.477,,
reals,5,1.146,,
REAMA,5,,,
reanimated,10,0.778,,
reanimates,10,,,
reanimating,11,0.477,,
reapers,7,1.672,,
reaphook,8,,,
reaphooks,9,,,
reappearances,13,,,
reaps,5,0.699,,
rearguards,10,,,
rearmaments,11,,,
rearming,8,0.477,,
rearms,6,0.301,,
rearrangements,14,,,
rearranges,10,0.602,,
rears,5,1.255,,
rearwards,9,,,
reasonableness,14,0.602,,
reasoner,8,,,
reasoners,9,,,
reasonless,10,,,
reassurances,12,0.301,,
reassures,9,0.301,,
REAVEY,6,,,
REAVEY'S,8,,,
REB,3,1.914,,
rebarbative,11,,,
rebates,7,0.699,,
rebelliousness,14,0.602,,
rebinding,9,,,
rebinds,7,,,
rebounded,9,0.778,,
rebounding,10,0.903,,
rebounds,8,1.176,,
REBS,4,1.602,,
rebuffing,9,,,
rebuffs,7,0.301,,
rebukes,7,,,
rebuking,8,0.301,,
rebukingly,10,,,
rebus,5,,,
rebuses,7,,,
rebuts,6,,,
rebuttals,9,0.602,,
rebutting,9,,,
recalcitrancy,13,,,
recalcitrants,13,,,
recallable,10,,,
recantations,12,,,
recanting,9,0.301,,
recants,7,,,
recapitulated,13,,,
recapitulates,13,,,
recapitulating,14,0.301,,
recapitulations,15,,,
recapped,8,,,
recapping,9,0.778,,
recaps,6,0.301,,
recaptures,10,,,
recapturing,11,0.778,,
recasting,9,0.699,,
recasts,7,,,
recce,5,0.301,,
recces,6,,,
recd,4,,,
RECEAVE,7,,,
recedes,7,0.845,,
receipted,9,0.477,,
receipting,10,,,
receivable,10,0.954,,
receivership,12,0.778,,
recentness,10,,,
receptacles,11,0.602,,
receptionists,13,0.954,,
receptively,11,,,
receptiveness,13,,,
receptivity,11,0.301,,
recesses,8,1.255,,
recessing,9,,,
recessional,11,,,
recessionals,12,,,
recessions,10,,,
recharged,9,0.699,,
recharges,9,0.699,,
recharging,10,0.845,,
rechauffe,9,,,
rechauffes,10,,,
recherche,9,0.477,,
RECHERCHES,10,,,
recidivist,10,0.477,,
recidivists,11,0.301,,
reciprocally,12,,,
reciprocated,12,0.845,,
reciprocates,12,,,
reciprocating,13,0.301,,
reciprocation,13,0.778,,
RECIT,5,,,
